design_id,split,family,task_id,seed,policy,verify_enabled,status,solved,accounted_cost_usd,provider_reported_cost_usd,conservative_reserve_usd,elapsed_s,tool_calls,attempts,model_events,provider_retries,tokens_complete,known_tokens,unknown_token_upper_bound,hidden_passed,hidden_total,public_passed,public_total,verification_calls,verification_elapsed_s,caught_supplemental_failures,supplemental_grader_disagreement,supplemental_grader_disagreement_direction,success_after_repair,regressions_introduced,unnecessary_edits
31:expression_engine-repair-2:static_router:verify-1,test,expression_engine,expression_engine-repair-2,31,static_router,1,completed,1,8e-05,8e-05,0,5.273795,4,1,1,0,1,1227,0,6,6,3,3,1,0.451994,0,0,,0,0,1
31:expression_engine-repair-3:static_router:verify-0,test,expression_engine,expression_engine-repair-3,31,static_router,0,completed,1,9e-05,9e-05,0,5.454424,3,1,1,0,1,1308,0,6,6,3,3,0,0,0,unknown,,0,0,0
31:expression_engine-repair-3:static_router:verify-1,test,expression_engine,expression_engine-repair-3,31,static_router,1,completed,1,6.3e-05,6.3e-05,0,4.850564,4,1,1,0,1,1100,0,6,6,3,3,1,0.605348,0,0,,0,0,0
31:graph_dependencies-repair-1:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-1,31,static_router,0,completed,1,8e-05,8e-05,0,3.845542,3,1,1,0,1,1248,0,5,5,3,3,0,0,0,unknown,,0,0,1
31:graph_dependencies-repair-1:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-1,31,static_router,1,completed,1,8.6e-05,8.6e-05,0,4.957142,4,1,1,0,1,1297,0,5,5,3,3,1,0.455257,0,0,,0,0,1
31:graph_dependencies-repair-2:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-2,31,static_router,0,completed,1,9.1e-05,9.1e-05,0,6.999514,3,1,1,0,1,1333,0,5,5,3,3,0,0,0,unknown,,0,0,1
31:graph_dependencies-repair-2:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-2,31,static_router,1,completed,1,9.1e-05,9.1e-05,0,6.775706,4,1,1,0,1,1333,0,5,5,3,3,1,0.927367,0,0,,0,0,1
31:graph_dependencies-repair-3:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-3,31,static_router,0,completed,1,8.9e-05,8.9e-05,0,3.613283,3,1,1,0,1,1320,0,5,5,3,3,0,0,0,unknown,,0,0,1
31:graph_dependencies-repair-3:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-3,31,static_router,1,completed,1,9.6e-05,9.6e-05,0,4.523381,4,1,1,0,1,1375,0,5,5,3,3,1,0.452627,0,0,,0,0,1
31:interpolation-repair-1:static_router:verify-0,test,interpolation,interpolation-repair-1,31,static_router,0,completed,1,0.000115,0.000115,0,4.605038,3,1,1,0,1,1429,0,5,5,2,2,0,0,0,unknown,,0,0,1
31:interpolation-repair-1:static_router:verify-1,test,interpolation,interpolation-repair-1,31,static_router,1,completed,0,0.00012,0.00012,0,5.943341,4,1,1,0,1,1465,0,4,5,2,2,1,0.502629,0,1,missed_failure,0,0,1
31:interpolation-repair-2:static_router:verify-0,test,interpolation,interpolation-repair-2,31,static_router,0,completed,1,0.000112,0.000112,0,4.67917,3,1,1,0,1,1408,0,5,5,2,2,0,0,0,unknown,,0,0,1
31:interpolation-repair-2:static_router:verify-1,test,interpolation,interpolation-repair-2,31,static_router,1,completed,1,0.000111,0.000111,0,4.481727,4,1,1,0,1,1400,0,5,5,2,2,1,0.453329,0,0,,0,0,1
31:interpolation-repair-3:static_router:verify-0,test,interpolation,interpolation-repair-3,31,static_router,0,completed,1,9.7e-05,9.7e-05,0,4.773114,3,1,1,0,1,1293,0,5,5,2,2,0,0,0,unknown,,0,0,1
31:interpolation-repair-3:static_router:verify-1,test,interpolation,interpolation-repair-3,31,static_router,1,completed,1,0.000107,0.000107,0,5.080333,4,1,1,0,1,1368,0,5,5,2,2,1,0.452519,0,0,,0,0,1
31:tabular_join-repair-1:static_router:verify-0,test,tabular_join,tabular_join-repair-1,31,static_router,0,completed,1,9.1e-05,9.1e-05,0,3.635398,3,1,1,0,1,1271,0,4,4,2,2,0,0,0,unknown,,0,0,1
31:tabular_join-repair-1:static_router:verify-1,test,tabular_join,tabular_join-repair-1,31,static_router,1,completed,1,9.4e-05,9.4e-05,0,4.088344,4,1,1,0,1,1294,0,4,4,2,2,1,0.451784,0,0,,0,0,1
31:tabular_join-repair-2:static_router:verify-0,test,tabular_join,tabular_join-repair-2,31,static_router,0,completed,1,0.000118,0.000118,0,5.063294,3,1,1,0,1,1498,0,4,4,2,2,0,0,0,unknown,,0,0,1
31:tabular_join-repair-2:static_router:verify-1,test,tabular_join,tabular_join-repair-2,31,static_router,1,completed,1,0.000129,0.000129,0,7.375912,4,1,1,0,1,1584,0,4,4,2,2,1,0.723488,0,0,,0,0,1
31:tabular_join-repair-3:static_router:verify-0,test,tabular_join,tabular_join-repair-3,31,static_router,0,completed,1,9.8e-05,9.8e-05,0,5.209362,3,1,1,0,1,1333,0,4,4,2,2,0,0,0,unknown,,0,0,1
31:tabular_join-repair-3:static_router:verify-1,test,tabular_join,tabular_join-repair-3,31,static_router,1,completed,1,0.000123,0.000123,0,6.805847,4,1,1,0,1,1529,0,4,4,2,2,1,0.506208,0,0,,0,0,1
47:apportionment-repair-1:static_router:verify-0,test,apportionment,apportionment-repair-1,47,static_router,0,completed,1,9.2e-05,9.2e-05,0,3.478711,3,1,1,0,1,1319,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:apportionment-repair-1:static_router:verify-1,test,apportionment,apportionment-repair-1,47,static_router,1,completed,0,0.000245,0.000245,0,8.42218,6,2,2,0,1,3397,0,4,5,2,2,2,0.906341,1,1,missed_failure,0,0,1
47:apportionment-repair-2:static_router:verify-0,test,apportionment,apportionment-repair-2,47,static_router,0,completed,0,9.5e-05,9.5e-05,0,3.601876,3,1,1,0,1,1345,0,4,5,2,2,0,0,0,unknown,,0,0,1
47:apportionment-repair-2:static_router:verify-1,test,apportionment,apportionment-repair-2,47,static_router,1,completed,1,9.9e-05,9.9e-05,0,4.015786,4,1,1,0,1,1375,0,5,5,2,2,1,0.452903,0,0,,0,0,1
47:apportionment-repair-3:static_router:verify-0,test,apportionment,apportionment-repair-3,47,static_router,0,completed,0,9.5e-05,9.5e-05,0,3.341663,3,1,1,0,1,1338,0,4,5,2,2,0,0,0,unknown,,0,0,1
47:apportionment-repair-3:static_router:verify-1,test,apportionment,apportionment-repair-3,47,static_router,1,completed,0,9.2e-05,9.2e-05,0,4.407957,4,1,1,0,1,1320,0,4,5,2,2,1,0.556032,0,1,missed_failure,0,0,1
47:edit_distance-repair-1:static_router:verify-0,test,edit_distance,edit_distance-repair-1,47,static_router,0,completed,1,0.000129,0.000129,0,4.30367,3,1,1,0,1,1631,0,6,6,2,2,0,0,0,unknown,,0,0,1
47:edit_distance-repair-1:static_router:verify-1,test,edit_distance,edit_distance-repair-1,47,static_router,1,completed,1,0.000112,0.000112,0,4.412667,4,1,1,0,1,1498,0,6,6,2,2,1,0.45387,0,0,,0,0,1
47:edit_distance-repair-2:static_router:verify-0,test,edit_distance,edit_distance-repair-2,47,static_router,0,completed,1,0.000179,0.000179,0,5.452779,3,1,1,0,1,2017,0,6,6,2,2,0,0,0,unknown,,0,0,1
47:edit_distance-repair-2:static_router:verify-1,test,edit_distance,edit_distance-repair-2,47,static_router,1,completed,1,0.000168,0.000168,0,7.081755,4,1,1,0,1,1930,0,6,6,2,2,1,0.452402,0,0,,0,0,1
47:edit_distance-repair-3:static_router:verify-0,test,edit_distance,edit_distance-repair-3,47,static_router,0,completed,1,0.000124,0.000124,0,4.354694,3,1,1,0,1,1586,0,6,6,2,2,0,0,0,unknown,,0,0,1
47:edit_distance-repair-3:static_router:verify-1,test,edit_distance,edit_distance-repair-3,47,static_router,1,completed,1,0.000821,0.000821,0,46.635625,5,3,3,0,1,7937,0,6,6,2,2,1,0.452459,0,0,,1,0,1
47:expression_engine-repair-1:static_router:verify-0,test,expression_engine,expression_engine-repair-1,47,static_router,0,completed,1,8e-05,8e-05,0,3.27686,3,1,1,0,1,1226,0,6,6,3,3,0,0,0,unknown,,0,0,1
47:expression_engine-repair-1:static_router:verify-1,test,expression_engine,expression_engine-repair-1,47,static_router,1,completed,1,8.1e-05,8.1e-05,0,3.709347,4,1,1,0,1,1237,0,6,6,3,3,1,0.402108,0,0,,0,0,1
47:expression_engine-repair-2:static_router:verify-0,test,expression_engine,expression_engine-repair-2,47,static_router,0,completed,1,8.9e-05,8.9e-05,0,3.572077,3,1,1,0,1,1295,0,6,6,3,3,0,0,0,unknown,,0,0,1
47:expression_engine-repair-2:static_router:verify-1,test,expression_engine,expression_engine-repair-2,47,static_router,1,completed,1,8.8e-05,8.8e-05,0,4.402375,4,1,1,0,1,1294,0,6,6,3,3,1,0.554014,0,0,,0,0,1
47:expression_engine-repair-3:static_router:verify-0,test,expression_engine,expression_engine-repair-3,47,static_router,0,completed,1,6.6e-05,6.6e-05,0,2.787326,3,1,1,0,1,1119,0,6,6,3,3,0,0,0,unknown,,0,0,0
47:expression_engine-repair-3:static_router:verify-1,test,expression_engine,expression_engine-repair-3,47,static_router,1,completed,1,6.6e-05,6.6e-05,0,4.18171,4,1,1,0,1,1119,0,6,6,3,3,1,0.710674,0,0,,0,0,0
47:graph_dependencies-repair-1:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-1,47,static_router,0,completed,1,8.9e-05,8.9e-05,0,4.432376,3,1,1,0,1,1317,0,5,5,3,3,0,0,0,unknown,,0,0,1
47:graph_dependencies-repair-1:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-1,47,static_router,1,completed,1,8.9e-05,8.9e-05,0,4.481838,4,1,1,0,1,1317,0,5,5,3,3,1,0.453432,0,0,,0,0,1
47:graph_dependencies-repair-2:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-2,47,static_router,0,completed,1,9e-05,9e-05,0,4.175804,3,1,1,0,1,1324,0,5,5,3,3,0,0,0,unknown,,0,0,1
47:graph_dependencies-repair-2:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-2,47,static_router,1,completed,1,8.8e-05,8.8e-05,0,4.368234,4,1,1,0,1,1316,0,5,5,3,3,1,0.503696,0,0,,0,0,1
47:graph_dependencies-repair-3:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-3,47,static_router,0,completed,1,8.1e-05,8.1e-05,0,3.869587,3,1,1,0,1,1255,0,5,5,3,3,0,0,0,unknown,,0,0,1
47:graph_dependencies-repair-3:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-3,47,static_router,1,completed,1,8.1e-05,8.1e-05,0,4.734728,4,1,1,0,1,1255,0,5,5,3,3,1,0.504021,0,0,,0,0,1
47:interpolation-repair-1:static_router:verify-0,test,interpolation,interpolation-repair-1,47,static_router,0,completed,1,0.000111,0.000111,0,6.292868,3,1,1,0,1,1396,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:interpolation-repair-1:static_router:verify-1,test,interpolation,interpolation-repair-1,47,static_router,1,completed,1,0.00012,0.00012,0,5.926916,4,1,1,0,1,1466,0,5,5,2,2,1,0.502414,0,0,,0,0,1
47:interpolation-repair-2:static_router:verify-0,test,interpolation,interpolation-repair-2,47,static_router,0,completed,1,9e-05,9e-05,0,4.152782,3,1,1,0,1,1243,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:interpolation-repair-2:static_router:verify-1,test,interpolation,interpolation-repair-2,47,static_router,1,completed,1,0.000121,0.000121,0,6.236165,4,1,1,0,1,1480,0,5,5,2,2,1,0.453697,0,0,,0,0,1
47:interpolation-repair-3:static_router:verify-0,test,interpolation,interpolation-repair-3,47,static_router,0,completed,1,9.6e-05,9.6e-05,0,5.37421,3,1,1,0,1,1282,0,5,5,2,2,0,0,0,unknown,,0,0,1
47:interpolation-repair-3:static_router:verify-1,test,interpolation,interpolation-repair-3,47,static_router,1,completed,1,0.000104,0.000104,0,5.95331,4,1,1,0,1,1345,0,5,5,2,2,1,0.452985,0,0,,0,0,1
47:tabular_join-repair-1:static_router:verify-0,test,tabular_join,tabular_join-repair-1,47,static_router,0,completed,1,8.9e-05,8.9e-05,0,4.638287,3,1,1,0,1,1254,0,4,4,2,2,0,0,0,unknown,,0,0,1
47:tabular_join-repair-1:static_router:verify-1,test,tabular_join,tabular_join-repair-1,47,static_router,1,completed,1,0.0001,0.0001,0,5.430474,4,1,1,0,1,1343,0,4,4,2,2,1,0.45318,0,0,,0,0,1
47:tabular_join-repair-2:static_router:verify-0,test,tabular_join,tabular_join-repair-2,47,static_router,0,completed,1,0.0001,0.0001,0,5.856932,3,1,1,0,1,1364,0,4,4,2,2,0,0,0,unknown,,0,0,1
47:tabular_join-repair-2:static_router:verify-1,test,tabular_join,tabular_join-repair-2,47,static_router,1,completed,1,0.000104,0.000104,0,5.580778,4,1,1,0,1,1391,0,4,4,2,2,1,0.500799,0,0,,0,0,1
47:tabular_join-repair-3:static_router:verify-0,test,tabular_join,tabular_join-repair-3,47,static_router,0,completed,1,9.7e-05,9.7e-05,0,5.005343,3,1,1,0,1,1331,0,4,4,2,2,0,0,0,unknown,,0,0,1
47:tabular_join-repair-3:static_router:verify-1,test,tabular_join,tabular_join-repair-3,47,static_router,1,completed,1,0.000117,0.000117,0,5.645702,4,1,1,0,1,1479,0,4,4,2,2,1,0.502721,0,0,,0,0,1
73:apportionment-repair-1:static_router:verify-0,test,apportionment,apportionment-repair-1,73,static_router,0,completed,0,9.3e-05,9.3e-05,0,5.837983,3,1,1,0,1,1326,0,4,5,2,2,0,0,0,unknown,,0,0,1
73:apportionment-repair-1:static_router:verify-1,test,apportionment,apportionment-repair-1,73,static_router,1,completed,0,9.4e-05,9.4e-05,0,5.556174,4,1,1,0,1,1335,0,4,5,2,2,1,0.455067,0,1,missed_failure,0,0,1
73:apportionment-repair-2:static_router:verify-0,test,apportionment,apportionment-repair-2,73,static_router,0,completed,1,0.000104,0.000104,0,6.917527,3,1,1,0,1,1411,0,5,5,2,2,0,0,0,unknown,,0,0,1
73:apportionment-repair-2:static_router:verify-1,test,apportionment,apportionment-repair-2,73,static_router,1,completed,0,9.5e-05,9.5e-05,0,5.379767,4,1,1,0,1,1347,0,4,5,2,2,1,0.503525,0,1,missed_failure,0,0,1
73:apportionment-repair-3:static_router:verify-0,test,apportionment,apportionment-repair-3,73,static_router,0,completed,0,8.8e-05,8.8e-05,0,5.08952,3,1,1,0,1,1288,0,4,5,2,2,0,0,0,unknown,,0,0,1
73:apportionment-repair-3:static_router:verify-1,test,apportionment,apportionment-repair-3,73,static_router,1,completed,1,0.000228,0.000228,0,10.702548,6,2,2,0,1,3232,0,5,5,2,2,2,0.959505,1,0,,1,0,1
73:edit_distance-repair-1:static_router:verify-0,test,edit_distance,edit_distance-repair-1,73,static_router,0,completed,1,0.000229,0.000229,0,11.946515,3,1,1,0,1,2401,0,6,6,2,2,0,0,0,unknown,,0,0,1
73:edit_distance-repair-1:static_router:verify-1,test,edit_distance,edit_distance-repair-1,73,static_router,1,completed,1,0.000119,0.000119,0,5.583655,4,1,1,0,1,1550,0,6,6,2,2,1,0.504477,0,0,,0,0,1
73:edit_distance-repair-2:static_router:verify-0,test,edit_distance,edit_distance-repair-2,73,static_router,0,completed,1,0.000171,0.000171,0,8.882313,3,1,1,0,1,1954,0,6,6,2,2,0,0,0,unknown,,0,0,1
73:edit_distance-repair-2:static_router:verify-1,test,edit_distance,edit_distance-repair-2,73,static_router,1,completed,1,0.000221,0.000221,0,9.846712,4,1,1,0,1,2334,0,6,6,2,2,1,0.502726,0,0,,0,0,1
73:edit_distance-repair-3:static_router:verify-0,test,edit_distance,edit_distance-repair-3,73,static_router,0,completed,1,0.000423,0.000423,0,30.218005,3,1,1,0,1,3881,0,6,6,2,2,0,0,0,unknown,,0,0,1
73:edit_distance-repair-3:static_router:verify-1,test,edit_distance,edit_distance-repair-3,73,static_router,1,completed,1,0.000146,0.000146,0,8.89156,4,1,1,0,1,1752,0,6,6,2,2,1,0.453302,0,0,,0,0,1
73:expression_engine-repair-1:static_router:verify-0,test,expression_engine,expression_engine-repair-1,73,static_router,0,completed,1,7.3e-05,7.3e-05,0,3.827976,3,1,1,0,1,1175,0,6,6,3,3,0,0,0,unknown,,0,0,1
73:expression_engine-repair-1:static_router:verify-1,test,expression_engine,expression_engine-repair-1,73,static_router,1,completed,1,7.5e-05,7.5e-05,0,4.396581,4,1,1,0,1,1194,0,6,6,3,3,1,0.503977,0,0,,0,0,1
73:expression_engine-repair-2:static_router:verify-0,test,expression_engine,expression_engine-repair-2,73,static_router,0,completed,1,7.9e-05,7.9e-05,0,3.551936,3,1,1,0,1,1218,0,6,6,3,3,0,0,0,unknown,,0,0,1
73:expression_engine-repair-2:static_router:verify-1,test,expression_engine,expression_engine-repair-2,73,static_router,1,completed,1,7.9e-05,7.9e-05,0,4.817647,4,1,1,0,1,1218,0,6,6,3,3,1,0.604681,0,0,,0,0,1
73:expression_engine-repair-3:static_router:verify-0,test,expression_engine,expression_engine-repair-3,73,static_router,0,completed,1,6.4e-05,6.4e-05,0,3.447397,3,1,1,0,1,1101,0,6,6,3,3,0,0,0,unknown,,0,0,0
73:expression_engine-repair-3:static_router:verify-1,test,expression_engine,expression_engine-repair-3,73,static_router,1,completed,1,7e-05,7e-05,0,4.493101,4,1,1,0,1,1153,0,6,6,3,3,1,0.554037,0,0,,0,0,0
73:graph_dependencies-repair-1:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-1,73,static_router,0,completed,1,9e-05,9e-05,0,3.654572,3,1,1,0,1,1323,0,5,5,3,3,0,0,0,unknown,,0,0,1
73:graph_dependencies-repair-1:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-1,73,static_router,1,completed,1,8.5e-05,8.5e-05,0,9.0522,4,1,1,0,1,1288,0,5,5,3,3,1,0.454515,0,0,,0,0,1
73:graph_dependencies-repair-2:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-2,73,static_router,0,completed,1,9.2e-05,9.2e-05,0,4.342923,3,1,1,0,1,1343,0,5,5,3,3,0,0,0,unknown,,0,0,1
73:graph_dependencies-repair-2:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-2,73,static_router,1,completed,1,8.6e-05,8.6e-05,0,5.537032,4,1,1,0,1,1297,0,5,5,3,3,1,0.452334,0,0,,0,0,1
73:graph_dependencies-repair-3:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-3,73,static_router,0,completed,1,8.5e-05,8.5e-05,0,9.186098,3,1,1,0,1,1291,0,5,5,3,3,0,0,0,unknown,,0,0,1
73:graph_dependencies-repair-3:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-3,73,static_router,1,completed,1,8.6e-05,8.6e-05,0,4.488652,4,1,1,0,1,1298,0,5,5,3,3,1,0.504251,0,0,,0,0,1
73:interpolation-repair-1:static_router:verify-0,test,interpolation,interpolation-repair-1,73,static_router,0,completed,1,0.000112,0.000112,0,6.183257,3,1,1,0,1,1402,0,5,5,2,2,0,0,0,unknown,,0,0,1
73:interpolation-repair-1:static_router:verify-1,test,interpolation,interpolation-repair-1,73,static_router,1,completed,1,0.000113,0.000113,0,6.525389,4,1,1,0,1,1408,0,5,5,2,2,1,0.452442,0,0,,0,0,1
73:interpolation-repair-2:static_router:verify-0,test,interpolation,interpolation-repair-2,73,static_router,0,completed,0,0.000104,0.000104,0,5.389473,3,1,1,0,1,1350,0,4,5,2,2,0,0,0,unknown,,0,0,1
73:interpolation-repair-2:static_router:verify-1,test,interpolation,interpolation-repair-2,73,static_router,1,completed,1,0.000124,0.000124,0,6.739911,4,1,1,0,1,1499,0,5,5,2,2,1,0.403093,0,0,,0,0,1
73:interpolation-repair-3:static_router:verify-0,test,interpolation,interpolation-repair-3,73,static_router,0,completed,1,0.000123,0.000123,0,6.818289,3,1,1,0,1,1495,0,5,5,2,2,0,0,0,unknown,,0,0,1
73:interpolation-repair-3:static_router:verify-1,test,interpolation,interpolation-repair-3,73,static_router,1,completed,1,0.000121,0.000121,0,6.690903,4,1,1,0,1,1479,0,5,5,2,2,1,0.453887,0,0,,0,0,1
73:tabular_join-repair-1:static_router:verify-0,test,tabular_join,tabular_join-repair-1,73,static_router,0,completed,1,0.000104,0.000104,0,4.810733,3,1,1,0,1,1374,0,4,4,2,2,0,0,0,unknown,,0,0,1
73:tabular_join-repair-1:static_router:verify-1,test,tabular_join,tabular_join-repair-1,73,static_router,1,completed,1,0.000104,0.000104,0,6.277022,4,1,1,0,1,1373,0,4,4,2,2,1,0.657317,0,0,,0,0,1
73:tabular_join-repair-2:static_router:verify-0,test,tabular_join,tabular_join-repair-2,73,static_router,0,completed,1,9.1e-05,9.1e-05,0,6.00359,3,1,1,0,1,1291,0,4,4,2,2,0,0,0,unknown,,0,0,1
73:tabular_join-repair-2:static_router:verify-1,test,tabular_join,tabular_join-repair-2,73,static_router,1,completed,1,9.1e-05,9.1e-05,0,5.375338,4,1,1,0,1,1291,0,4,4,2,2,1,0.50171,0,0,,0,0,1
73:tabular_join-repair-3:static_router:verify-0,test,tabular_join,tabular_join-repair-3,73,static_router,0,completed,1,0.000106,0.000106,0,8.904228,3,1,1,0,1,1400,0,4,4,2,2,0,0,0,unknown,,0,0,1
73:tabular_join-repair-3:static_router:verify-1,test,tabular_join,tabular_join-repair-3,73,static_router,1,completed,1,0.000106,0.000106,0,6.257457,4,1,1,0,1,1400,0,4,4,2,2,1,0.501931,0,0,,0,0,1
101:apportionment-repair-1:static_router:verify-0,test,apportionment,apportionment-repair-1,101,static_router,0,completed,0,9.5e-05,9.5e-05,0,8.006947,3,1,1,0,1,1344,0,4,5,2,2,0,0,0,unknown,,0,0,1
101:apportionment-repair-1:static_router:verify-1,test,apportionment,apportionment-repair-1,101,static_router,1,completed,0,0.000224,0.00022400000000000002,0,13.588149,6,2,2,0,1,3213,0,4,5,2,2,2,0.955269,1,1,missed_failure,0,0,1
101:apportionment-repair-2:static_router:verify-0,test,apportionment,apportionment-repair-2,101,static_router,0,completed,0,9.5e-05,9.5e-05,0,5.793901,3,1,1,0,1,1345,0,4,5,2,2,0,0,0,unknown,,0,0,1
101:apportionment-repair-2:static_router:verify-1,test,apportionment,apportionment-repair-2,101,static_router,1,completed,0,9.5e-05,9.5e-05,0,5.318221,4,1,1,0,1,1342,0,4,5,2,2,1,0.505211,0,1,missed_failure,0,0,1
101:apportionment-repair-3:static_router:verify-0,test,apportionment,apportionment-repair-3,101,static_router,0,completed,0,9.5e-05,9.5e-05,0,6.30334,3,1,1,0,1,1343,0,4,5,2,2,0,0,0,unknown,,0,0,1
101:apportionment-repair-3:static_router:verify-1,test,apportionment,apportionment-repair-3,101,static_router,1,completed,0,0.000396,0.000396,0,19.361626,6,2,2,0,1,4584,0,4,5,2,2,2,1.01184,1,1,missed_failure,0,0,1
101:edit_distance-repair-1:static_router:verify-0,test,edit_distance,edit_distance-repair-1,101,static_router,0,completed,1,0.000104,0.000104,0,4.703616,3,1,1,0,1,1435,0,6,6,2,2,0,0,0,unknown,,0,0,1
101:edit_distance-repair-1:static_router:verify-1,test,edit_distance,edit_distance-repair-1,101,static_router,1,completed,1,0.000113,0.000113,0,7.169232,4,1,1,0,1,1508,0,6,6,2,2,1,0.608095,0,0,,0,0,1
101:edit_distance-repair-2:static_router:verify-0,test,edit_distance,edit_distance-repair-2,101,static_router,0,completed,1,0.000322,0.000322,0,14.689807,3,1,1,0,1,3115,0,6,6,2,2,0,0,0,unknown,,0,0,1
101:edit_distance-repair-2:static_router:verify-1,test,edit_distance,edit_distance-repair-2,101,static_router,1,completed,1,0.000178,0.000178,0,9.30834,4,1,1,0,1,2004,0,6,6,2,2,1,0.455627,0,0,,0,0,0
101:edit_distance-repair-3:static_router:verify-0,test,edit_distance,edit_distance-repair-3,101,static_router,0,completed,1,0.000119,0.000119,0,5.352162,3,1,1,0,1,1545,0,6,6,2,2,0,0,0,unknown,,0,0,1
101:edit_distance-repair-3:static_router:verify-1,test,edit_distance,edit_distance-repair-3,101,static_router,1,completed,1,0.000106,0.000106,0,5.624767,4,1,1,0,1,1446,0,6,6,2,2,1,0.402851,0,0,,0,0,1
101:expression_engine-repair-1:static_router:verify-0,test,expression_engine,expression_engine-repair-1,101,static_router,0,completed,1,7.3e-05,7.3e-05,0,3.562821,3,1,1,0,1,1175,0,6,6,3,3,0,0,0,unknown,,0,0,1
101:expression_engine-repair-1:static_router:verify-1,test,expression_engine,expression_engine-repair-1,101,static_router,1,completed,1,7.5e-05,7.5e-05,0,4.732021,4,1,1,0,1,1191,0,6,6,3,3,1,0.452036,0,0,,0,0,1
101:expression_engine-repair-2:static_router:verify-0,test,expression_engine,expression_engine-repair-2,101,static_router,0,completed,1,7.4e-05,7.4e-05,0,3.49038,3,1,1,0,1,1180,0,6,6,3,3,0,0,0,unknown,,0,0,1
101:expression_engine-repair-2:static_router:verify-1,test,expression_engine,expression_engine-repair-2,101,static_router,1,completed,1,7.4e-05,7.4e-05,0,4.50445,4,1,1,0,1,1180,0,6,6,3,3,1,0.502675,0,0,,0,0,1
101:expression_engine-repair-3:static_router:verify-0,test,expression_engine,expression_engine-repair-3,101,static_router,0,completed,1,7.8e-05,7.8e-05,0,4.026523,3,1,1,0,1,1211,0,6,6,3,3,0,0,0,unknown,,0,0,0
101:expression_engine-repair-3:static_router:verify-1,test,expression_engine,expression_engine-repair-3,101,static_router,1,completed,1,7.8e-05,7.8e-05,0,4.936194,4,1,1,0,1,1211,0,6,6,3,3,1,0.605096,0,0,,0,0,0
101:graph_dependencies-repair-1:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-1,101,static_router,0,completed,1,8.5e-05,8.5e-05,0,4.112102,3,1,1,0,1,1286,0,5,5,3,3,0,0,0,unknown,,0,0,1
101:graph_dependencies-repair-1:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-1,101,static_router,1,completed,1,8.5e-05,8.5e-05,0,4.673875,4,1,1,0,1,1290,0,5,5,3,3,1,0.558642,0,0,,0,0,1
101:graph_dependencies-repair-2:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-2,101,static_router,0,completed,1,8.8e-05,8.8e-05,0,6.251651,3,1,1,0,1,1310,0,5,5,3,3,0,0,0,unknown,,0,0,1
101:graph_dependencies-repair-2:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-2,101,static_router,1,completed,1,8.8e-05,8.8e-05,0,9.546039,4,1,1,0,1,1310,0,5,5,3,3,1,1.477925,0,0,,0,0,1
101:graph_dependencies-repair-3:static_router:verify-0,test,graph_dependencies,graph_dependencies-repair-3,101,static_router,0,completed,1,8e-05,8e-05,0,5.806862,3,1,1,0,1,1250,0,5,5,3,3,0,0,0,unknown,,0,0,1
101:graph_dependencies-repair-3:static_router:verify-1,test,graph_dependencies,graph_dependencies-repair-3,101,static_router,1,completed,1,8e-05,8e-05,0,6.486917,4,1,1,0,1,1250,0,5,5,3,3,1,0.505337,0,0,,0,0,1
101:interpolation-repair-1:static_router:verify-0,test,interpolation,interpolation-repair-1,101,static_router,0,completed,0,9.9e-05,9.9e-05,0,5.581587,3,1,1,0,1,1305,0,4,5,2,2,0,0,0,unknown,,0,0,1
101:interpolation-repair-1:static_router:verify-1,test,interpolation,interpolation-repair-1,101,static_router,1,completed,0,0.000115,0.000115,0,7.560674,4,1,1,0,1,1423,0,4,5,2,2,1,0.454208,0,1,missed_failure,0,0,1
101:interpolation-repair-2:static_router:verify-0,test,interpolation,interpolation-repair-2,101,static_router,0,completed,1,0.000121,0.000121,0,6.921785,3,1,1,0,1,1481,0,5,5,2,2,0,0,0,unknown,,0,0,1
